"","tconst","movielensid","primaryTitle","startYear","runtimeMinutes"
"9564","tt0092746",4092,"cherry 2000",1987,"99"
"9565","tt0092750",106434,"chillers",1987,"87"
"9566","tt0092751",121346,"china girl",1987,"90"
"9567","tt0092752",8444,"the chipmunk adventure",1987,"77"
"9568","tt0092758",45987,"chuck berry hail! hail! rock 'n' roll",1987,"120"
"9569","tt0092767",102273,"cold steel",1987,"91"
"9570","tt0092770",143791,"il commissario lo gatto",1986,"91"
"9571","tt0092772",79232,"comrades",1986,"183"
"9572","tt0092783",4093,"cop",1988,"110"
"9573","tt0092794",86442,"crazy love",1987,"90"
"9574","tt0092796",3017,"creepshow 2",1987,"92"
"9575","tt0092797",134661,"the cry of the owl",1987,"102"
"9576","tt0092798",4094,"critical condition",1987,"100"
"9577","tt0092800",148737,"chronicle of a death foretold",1987,"109"
"9578","tt0092802",116313,"cross my heart",1987,"90"
"9579","tt0092804",4095,"cry freedom",1987,"157"
"9580","tt0092809",4096,"the curse",1987,"92"
"9581","tt0092822",130834,"dancers",1987,"99"
"9582","tt0092831",122451,"dark tower",1989,"91"
"9583","tt0092834",3393,"date with an angel",1987,"105"
"9584","tt0092842",4097,"dead of winter",1987,"100"
"9585","tt0092843",4098,"the dead",1987,"83"
"9586","tt0092848",75938,"deadly prey",1987,"88"
"9587","tt0092850",2754,"deadtime stories",1986,"93"
"9588","tt0092854",4099,"death before dishonor",1987,"91"
"9589","tt0092855",159924,"shaolin chuan ren",1982,"100"
"9590","tt0092857",3433,"death wish 4: the crackdown",1987,"99"
"9591","tt0092860",96631,"deathstalker ii",1987,"85"
"9592","tt0092863",131305,"deep space",1988,"90"
"9593","tt0092879",127023,"ten little indians",1987,"137"
"9594","tt0092890",1088,"dirty dancing",1987,"100"
"9595","tt0092897",4100,"disorderlies",1987,"86"
"9596","tt0092904",4101,"dogs in space",1986,"103"
"9597","tt0092906",7987,"dolls",1987,"77"
"9598","tt0092922",119603,"down twisted",1987,"88"
"9599","tt0092925",7102,"dragnet",1987,"106"
"9600","tt0092929",4500,"drowning by numbers",1988,"118"
"9601","tt0092930",174413,"drug",1988,"83"
"9602","tt0092933",132110,"dudes",1987,"90"
"9603","tt0092948",4102,"eddie murphy: raw",1987,"93"
"9604","tt0092962",132912,"emmanuelle 5",1987,"85"
"9605","tt0092963",59801,"the emperor's naked army marches on",1987,"122"
"9606","tt0092965",4103,"empire of the sun",1987,"153"
"9607","tt0092967",161772,"end of the line",1987,"103"
"9608","tt0092972",8922,"epidemic",1987,"106"
"9609","tt0092974",4104,"ernest goes to camp",1987,"92"
"9610","tt0092983",166984,"la estanquera de vallecas",1987,"106"
"9611","tt0092991",1261,"evil dead ii",1987,"84"
"9612","tt0092997",4106,"extreme prejudice",1987,"96"
"9613","tt0093004",79638,"the family",1987,"127"
"9614","tt0093006",4107,"family viewing",1987,"86"
"9615","tt0093010",3101,"fatal attraction",1987,"119"
"9616","tt0093011",3716,"fatal beauty",1987,"104"
"9617","tt0093015",26589,"dragons forever",1988,"93"
"9618","tt0093029",4108,"five corners",1987,"90"
"9619","tt0093036",4109,"flowers in the attic",1987,"93"
"9620","tt0093040",92713,"forest of bliss",1986,"90"
"9621","tt0093044",4110,"the fourth protocol",1987,"119"
"9622","tt0093051",2751,"from the hip",1987,"111"
"9623","tt0093058",1222,"full metal jacket",1987,"116"
"9624","tt0093067",80004,"gaby: a true story",1987,"110"
"9625","tt0093072",2449,"the garbage pail kids movie",1987,"100"
"9626","tt0093073",4111,"gardens of stone",1987,"111"
"9627","tt0093075",2451,"the gate",1987,"85"
"9628","tt0093077",173665,"gde nakhoditsya nofelet?",1988,"82"
"9629","tt0093088",139287,"ghost fever",1986,"86"
"9630","tt0093090",133047,"ghosthouse",1988,"95"
"9631","tt0093091",3962,"ghoulies ii",1988,"89"
"9632","tt0093092",4112,"julia and julia",1987,"98"
"9633","tt0093093",4113,"the glass menagerie",1987,"134"
"9634","tt0093103",143857,"the good father",1985,"90"
"9635","tt0093104",4114,"good morning babylon",1987,"117"
"9636","tt0093105",3448,"good morning, vietnam",1987,"121"
"9637","tt0093106",5030,"peter kenna's the good wife",1987,"98"
"9638","tt0093113",5654,"django strikes again",1987,"88"
"9639","tt0093115",151210,"graveyard shift",1987,"89"
"9640","tt0093120",134268,"ground zero",1987,"109"
"9641","tt0093132",147144,"hachi-ko",1987,"107"
"9642","tt0093133",72910,"king of the children",1987,"106"
"9643","tt0093137",8045,"hamburger hill",1987,"110"
"9644","tt0093139",81145,"hamlet goes business",1987,"86"
"9645","tt0093143",116772,"the hanoi hilton",1987,"125"
"9646","tt0093144",125401,"hansel and gretel",1987,"84"
"9647","tt0093145",88750,"happy new year",1987,"85"
"9648","tt0093146",85334,"hard ticket to hawaii",1987,"96"
"9649","tt0093148",3388,"harry and the hendersons",1987,"110"
"9650","tt0093151",168684,"hasenherz",1987,"78"
"9651","tt0093164",131274,"heat",1986,"101"
"9652","tt0093169",172325,"hector",1987,"90"
"9653","tt0093170",171767,"men behind the sun",1988,"105"
"9654","tt0093171",26593,"hell comes to frogtown",1988,"86"
"9655","tt0093175",8382,"hello again",1987,"96"
"9656","tt0093176",1988,"prom night ii",1987,"97"
"9657","tt0093177",3917,"hellraiser",1987,"94"
"9658","tt0093178",93970,"helsinki-naples all night long",1987,"105"
"9659","tt0093185",3576,"the hidden",1987,"96"
"9660","tt0093186",4115,"hiding out",1987,"98"
"9661","tt0093191",1211,"wings of desire",1987,"128"
"9662","tt0093194",162942,"hip hip hurrah!",1987,"110"
"9663","tt0093199",792,"a hungarian fairy tale",1987,"97"
"9664","tt0093200",4116,"hollywood shuffle",1987,"78"
"9665","tt0093201",132024,"ghost chase",1987,"85"
"9666","tt0093206",2972,"red sorghum",1988,"91"
"9667","tt0093207",7118,"wings of honneamise",1987,"121"
"9668","tt0093209",4117,"hope and glory",1987,"113"
"9669","tt0093215",4118,"hot pursuit",1987,"93"
"9670","tt0093220",2149,"house ii: the second story",1987,"88"
"9671","tt0093223",4037,"house of games",1987,"102"
"9672","tt0093225",4119,"housekeeping",1987,"116"
"9673","tt0093227",4425,"howling iii",1987,"94"
"9674","tt0093229",980,"yes, madam!",1985,"93"
"9675","tt0093231",4120,"hunk",1987,"102"
"9676","tt0093235",153252,"alpine fire",1985,"119"
"9677","tt0093238",104952,"i was a teenage zombie",1987,"90"
"9678","tt0093240",74332,"me and him",1988,"93"
"9679","tt0093258",33117,"rouge",1987,"96"
"9680","tt0093260",4121,"innerspace",1987,"120"
"9681","tt0093261",121887,"les innocents",1987,"96"
"9682","tt0093267",6415,"intervista",1987,"108"
"9683","tt0093274",120885,"io e mia sorella",1987,"110"
"9684","tt0093276",121503,"iron warrior",1987,"82"
"9685","tt0093277",4122,"ironweed",1987,"143"
"9686","tt0093278",4123,"ishtar",1987,"107"
"9687","tt0093286",82465,"it's alive iii: island of the alive",1987,"95"
"9688","tt0093290",123061,"goodbye, mr. president",1987,"87"
"9689","tt0093300",4124,"jaws: the revenge",1987,"89"
"9690","tt0093306",102367,"rich and famous",1987,"104"
"9691","tt0093312",149306,"jimi plays monterey",1986,"50"
"9692","tt0093315",131592,"jocks",1986,"91"
"9693","tt0093342",26596,"where is the friend's home?",1987,"83"
"9694","tt0093345",108850,"behind enemy lines",1987,"88"
"9695","tt0093349",86854,"king lear",1987,"90"
"9696","tt0093378",3478,"la bamba",1987,"108"
"9697","tt0093383",109231,"beyond the law",1987,"84"
"9698","tt0093389",1960,"the last emperor",1987,"163"
"9699","tt0093393",73531,"the last of england",1987,"92"
"9700","tt0093402",26597,"leif",1987,"108"
"9701","tt0093405",4125,"leonard part 6",1987,"85"
"9702","tt0093406",168482,"les patterson saves the world",1987,"98"
"9703","tt0093407",4126,"less than zero",1987,"98"
"9704","tt0093409",2000,"lethal weapon",1987,"110"
"9705","tt0093412",26599,"law of desire",1987,"102"
"9706","tt0093415",2755,"light of day",1987,"107"
"9707","tt0093418",4127,"like father like son",1987,"96"
"9708","tt0093419",115283,"lilac ball",1987,"77"
"9709","tt0093424",125433,"lionheart",1987,"104"
"9710","tt0093426",145947,"an autumn's tale",1987,"98"
"9711","tt0093428",4005,"the living daylights",1987,"130"
"9712","tt0093431",91284,"the lonely passion of judith hearne",1987,"116"
"9713","tt0093435",44582,"city on fire",1987,"101"
"9714","tt0093437",4128,"the lost boys",1987,"97"
"9715","tt0093460",153979,"een maand later",1987,"100"
"9716","tt0093467",4129,"made in heaven",1987,"103"
"9717","tt0093468",104343,"madhouse",1981,"92"
"9718","tt0093476",4130,"maid to order",1987,"93"
"9719","tt0093477",4131,"making mr. right",1987,"98"
"9720","tt0093481",158216,"malady of love",1987,"122"
"9721","tt0093483",26600,"malone",1987,"92"
"9722","tt0093489",123178,"man on fire",1987,"92"
"9723","tt0093491",133943,"mankillers",1987,"88"
"9724","tt0093493",4132,"mannequin",1987,"90"
"9725","tt0093502",31628,"a taxing woman",1987,"127"
"9726","tt0093505",8806,"masques",1987,"100"
"9727","tt0093507",4133,"masters of the universe",1987,"106"
"9728","tt0093509",3090,"matewan",1987,"135"
"9729","tt0093512",3094,"maurice",1987,"140"
"9730","tt0093516",3042,"meatballs iii: summer job",1986,"96"
"9731","tt0093524",115042,"more about the children of noisy village",1987,"85"
"9732","tt0093533",148158,"miami golem",1985,"85"
"9733","tt0093539",4134,"million dollar mystery",1987,"95"
"9734","tt0093543",107658,"mio in the land of faraway",1987,"99"
"9735","tt0093546",135547,"the misfit brigade",1987,"100"
"9736","tt0093560",4135,"the monster squad",1987,"79"
"9737","tt0093562",4136,"a month in the country",1987,"96"
"9738","tt0093565",3072,"moonstruck",1987,"102"
"9739","tt0093567",4137,"morgan stewart's coming home",1987,"96"
"9740","tt0093578",146156,"mr. india",1987,"179"
"9741","tt0093582",7411,"munchies",1987,"83"
"9742","tt0093589",4138,"my demon lover",1987,"90"
"9743","tt0093593",82759,"on the silver globe",1988,"166"
"9744","tt0093596",3395,"nadine",1987,"83"
"9745","tt0093603",170487,"nayakan",1987,"145"
"9746","tt0093605",3727,"near dark",1987,"94"
"9747","tt0093608",3777,"nekromantik",1987,"75"
"9748","tt0093611",150629,"the new adventures of oliver",1987,"\N"
"9749","tt0093615",170165,"ngati",1987,"92"
"9750","tt0093624",8854,"night of the demons",1988,"90"
"9751","tt0093628",165151,"nightmare sisters",1988,"83"
"9752","tt0093629",1970,"a nightmare on elm street 3: dream warriors",1987,"96"
"9753","tt0093633",70684,"daughter of the nile",1987,"91"
"9754","tt0093638",4139,"no man's land",1987,"106"
"9755","tt0093640",3505,"no way out",1987,"114"
"9756","tt0093645",134411,"noi uomini duri",1987,"90"
"9757","tt0093648",4140,"north shore",1987,"96"
"9758","tt0093650",132766,"summer night with greek profile, almond eyes and scent of basil",1986,"94"
"9759","tt0093658",123973,"number one with a bullet",1987,"103"
"9760","tt0093660",6525,"nuts",1987,"116"
"9761","tt0093664",33328,"dark eyes",1987,"117"
"9762","tt0093668",26602,"pathfinder",1987,"86"
"9763","tt0093677",4794,"opera",1987,"107"
"9764","tt0093690",2752,"outrageous fortune",1987,"99"
"9765","tt0093692",7016,"over the top",1987,"93"
"9766","tt0093693",8614,"overboard",1987,"106"
"9767","tt0093713",4297,"pelle the conqueror",1987,"157"
"9768","tt0093720",105446,"a tale from the past",1987,"86"
"9769","tt0093737",7198,"the pick-up artist",1987,"81"
"9770","tt0093743",45038,"pinocchio and the emperor of the night",1987,"87"
"9771","tt0093744",8713,"the new adventures of pippi longstocking",1988,"100"
"9772","tt0093748",4002,"planes, trains & automobiles",1987,"93"
"9773","tt0093754",109931,"repentance",1984,"153"
"9774","tt0093756",2381,"police academy 4: citizens on patrol",1987,"88"
"9775","tt0093763",146586,"positive i.d.",1986,"95"
"9776","tt0093771",6179,"a prayer for the dying",1987,"107"
"9777","tt0093773",3527,"predator",1987,"107"
"9778","tt0093776",3547,"prick up your ears",1987,"105"
"9779","tt0093777",26603,"prince of darkness",1987,"102"
"9780","tt0093778",131996,"the princess academy",1987,"90"
"9781","tt0093779",1197,"the princess bride",1987,"98"
"9782","tt0093780",5521,"the principal",1987,"109"
"9783","tt0093791",81085,"morning patrol",1987,"108"
"9784","tt0093793",7019,"project x",1987,"108"
"9785","tt0093798",175927,"przyjaciel wesolego diabla",1987,"88"
"9786","tt0093818",2750,"radio days",1987,"88"
"9787","tt0093820",104837,"rage of honor",1987,"98"
"9788","tt0093822",1394,"raising arizona",1987,"94"
"9789","tt0093828",7185,"real men",1987,"85"
"9790","tt0093833",171651,"redneck zombies",1989,"84"
"9791","tt0093840",6634,"rowing with the wind",1988,"126"
"9792","tt0093843",155910,"remote control",1988,"88"
"9793","tt0093847",153634,"never travel on a one way ticket",1987,"87"
"9794","tt0093854",5306,"return to horror high",1987,"95"
"9795","tt0093855",114085,"a return to salem's lot",1987,"101"
"9796","tt0093857",4215,"revenge of the nerds ii: nerds in paradise",1987,"88"
"9797","tt0093864",139988,"rimini rimini",1987,"210"
"9798","tt0093869",134413,"roba da ricchi",1987,"110"
"9799","tt0093870",2985,"robocop",1987,"102"
"9800","tt0093872",173001,"robot holocaust",1986,"79"
"9801","tt0093873",46627,"rock 'n' roll nightmare",1987,"83"
"9802","tt0093886",8623,"roxanne",1987,"107"
"9803","tt0093894",3698,"the running man",1987,"101"
"9804","tt0093898",123155,"russkies",1987,"99"
"9805","tt0093910",140657,"sakura killers",1987,"83"
"9806","tt0093913",8123,"sammy and rosie get laid",1987,"101"
"9807","tt0093936",7033,"the secret of my succe$s",1987,"111"
"9808","tt0093940",4408,"september",1987,"83"
"9809","tt0093964",118576,"shy people",1987,"118"
"9810","tt0093966",4955,"the sicilian",1987,"115"
"9811","tt0093970",103271,"sign 'o' the times",1987,"85"
"9812","tt0093974",70366,"silent night, deadly night 2",1987,"88"
"9813","tt0093978",26606,"a chinese ghost story",1987,"98"
"9814","tt0093986",128656,"slam dance",1987,"92"
"9815","tt0093990",3026,"slaughterhouse",1987,"85"
"9816","tt0093991",165185,"slave girls from beyond infinity",1987,"80"
"9817","tt0093993",130800,"sleeping beauty",1987,"90"
"9818","tt0093995",157212,"slugs",1988,"92"
"9819","tt0093996",3939,"slumber party massacre ii",1987,"77"
"9820","tt0093999",124987,"snow white",1987,"85"
"9821","tt0094002",116088,"keep your right up",1987,"82"
"9822","tt0094006",1290,"some kind of wonderful",1987,"95"
"9823","tt0094007",122988,"someone to love",1987,"111"
"9824","tt0094008",2956,"someone to watch over me",1987,"106"
"9825","tt0094010",136261,"below zero",1987,"93"
"9826","tt0094011",82638,"under the sun of satan",1987,"97"
"9827","tt0094012",3033,"spaceballs",1987,"96"
"9828","tt0094015",133571,"specters",1987,"92"
"9829","tt0094020",6275,"square dance",1987,"112"
"9830","tt0094021",121436,"the squeeze",1987,"101"
"9831","tt0094025",5553,"stakeout",1987,"117"
"9832","tt0094027",3071,"stand and deliver",1988,"103"
"9833","tt0094033",7724,"steel dawn",1987,"100"
"9834","tt0094035",4670,"the stepfather",1987,"89"
"9835","tt0094037",131788,"stewardess school",1986,"89"
"9836","tt0094048",7878,"straight to hell",1987,"86"
"9837","tt0094056",26608,"street smart",1987,"97"
"9838","tt0094057",51207,"street trash",1987,"91"
"9839","tt0094059",145789,"strike commando",1987,"104"
"9840","tt0094070",155024,"summer camp nightmare",1987,"89"
"9841","tt0094072",7026,"summer school",1987,"97"
"9842","tt0094074",2643,"superman iv: the quest for peace",1987,"90"
"9843","tt0094076",91201,"the south",1988,"127"
"9844","tt0094077",2164,"surf nazis must die",1987,"83"
"9845","tt0094082",4332,"suspect",1987,"121"
"9846","tt0094087",138856,"sweet revenge",1987,"78"
"9847","tt0094089",7478,"swimming to cambodia",1987,"85"
"9848","tt0094094",110267,"season of monsters",1987,"100"
"9849","tt0094097",96082,"the thrushes are still singing",1979,"123"
"9850","tt0094118",51520,"teen wolf too",1987,"95"
"9851","tt0094134",149540,"three bewildered people in the night",1987,"92"
"9852","tt0094137",5308,"3 men and a baby",1987,"102"
"9853","tt0094138",6816,"three o'clock high",1987,"97"
"9854","tt0094142",4333,"throw momma from the train",1987,"88"
"9855","tt0094152",130440,"the time guardian",1987,"87"
"9856","tt0094155",1395,"tin men",1987,"112"
"9857","tt0094169",6846,"tough guys don't dance",1987,"110"
"9858","tt0094226",2194,"the untouchables",1987,"119"
"9859","tt0094229",173395,"wedding in galilee",1987,"100"
"9860","tt0094233",149160,"uuno turhapuro - kaksoisagentti",1987,"96"
"9861","tt0094237",128035,"valet girls",1987,"82"
"9862","tt0094238",55681,"valhalla",1986,"76"
"9863","tt0094265",771,"life is rosy",1987,"80"
"9864","tt0094284",160824,"death blow: a cry for justice",1987,"90"
"9865","tt0094288",7359,"walk like a man",1987,"86"
"9866","tt0094291",4007,"wall street",1987,"126"
"9867","tt0094293",2756,"wanted: dead or alive",1987,"106"
"9868","tt0094304",26610,"weeds",1987,"115"
"9869","tt0094315",26611,"the whales of august",1987,"90"
"9870","tt0094317",118718,"white mischief",1987,"107"
"9871","tt0094318",4988,"white water summer",1987,"90"
"9872","tt0094320",90015,"white of the eye",1987,"110"
"9873","tt0094321",3391,"who's that girl",1987,"92"
"9874","tt0094331",8400,"wish you were here",1987,"88"
"9875","tt0094332",7046,"the witches of eastwick",1987,"118"
"9876","tt0094336",1202,"withnail & i",1987,"107"
"9877","tt0094347",3329,"the year my voice broke",1987,"103"
"9878","tt0094349",72583,"brightness",1987,"105"
"9879","tt0094357",26612,"a better tomorrow ii",1987,"105"
"9880","tt0094369",147336,"zavtra byla voyna",1987,"89"
"9881","tt0094371",171843,"mirror for a hero",1988,"139"
"9882","tt0094374",135801,"above the law",1986,"102"
"9883","tt0094375",89551,"dynamite fighters",1987,"91"
"9884","tt0094383",105581,"zombie high",1987,"93"
"9885","tt0094405",154834,"l'été en pente douce",1987,"102"
"9886","tt0094407",136972,"ödipussi",1988,"88"
"9887","tt0094590",149308,"depeche mode: 101",1989,"117"
"9888","tt0094593",4462,"18 again!",1988,"93"
"9889","tt0094594",4463,"1969",1988,"95"
"9890","tt0094596",7837,"36 fillette",1988,"88"
"9891","tt0094597",5546,"976-evil",1988,"92"
"9892","tt0094602",4466,"above the law",1988,"99"
"9893","tt0094606",4464,"the accidental tourist",1988,"121"
"9894","tt0094608",4465,"the accused",1988,"111"
"9895","tt0094612",3710,"action jackson",1988,"96"
"9896","tt0094625",1274,"akira",1988,"124"
"9897","tt0094631",3701,"alien nation",1988,"91"
"9898","tt0094637",103923,"aloha summer",1988,"98"
"9899","tt0094641",55691,"amanece, que no es poco",1989,"110"
"9900","tt0094642",77910,"american gothic",1987,"90"
"9901","tt0094644",98601,"american roulette",1988,"102"
"9902","tt0094651",105206,"amsterdamned",1988,"114"
"9903","tt0094663",4393,"another woman",1988,"81"
"9904","tt0094667",4468,"apartment zero",1988,"124"
"9905","tt0094669",4469,"appointment with death",1988,"102"
"9906","tt0094675",4470,"ariel",1988,"73"
"9907","tt0094678",4471,"arthur 2: on the rocks",1988,"113"
"9908","tt0094681",26613,"ashik kerib",1988,"73"
"9909","tt0094683",129713,"assa",1987,"153"
"9910","tt0094701",4472,"bad dreams",1988,"80"
"9911","tt0094705",163813,"going down in morocco",1989,"83"
"9912","tt0094709",139064,"the gang of four",1989,"160"
"9913","tt0094712",4473,"bat*21",1988,"105"
"9914","tt0094713",7742,"baxter",1989,"82"
"9915","tt0094714",131892,"beach balls",1988,"77"
"9916","tt0094715",4474,"beaches",1988,"123"
"9917","tt0094716",4475,"the beast of war",1988,"111"
"9918","tt0094721",2174,"beetlejuice",1988,"92"
"9919","tt0094730",148398,"the visitors",1988,"109"
"9920","tt0094731",3370,"betrayed",1988,"127"
"9921","tt0094737",2797,"big",1988,"104"
"9922","tt0094739",4476,"big business",1988,"97"
"9923","tt0094743",135121,"big time",1988,"87"
"9924","tt0094744",4477,"big top pee-wee",1988,"86"
"9925","tt0094745",92124,"bilder der welt und inschrift des krieges",1989,"75"
"9926","tt0094746",4478,"biloxi blues",1988,"106"
"9927","tt0094747",4479,"bird",1988,"161"
"9928","tt0094750",71808,"black eagle",1988,"93"
"9929","tt0094752",96409,"black roses",1988,"90"
"9930","tt0094761",4480,"the blob",1988,"95"
"9931","tt0094764",6583,"the blood of heroes",1989,"90"
"9932","tt0094770",131198,"blueberry hill",1988,"93"
"9933","tt0094783",4481,"the boost",1988,"95"
"9934","tt0094786",136040,"taste of life",1988,"106"
"9935","tt0094792",3768,"braddock: missing in action iii",1988,"101"
"9936","tt0094793",6602,"brain damage",1988,"84"
"9937","tt0094794",112772,"the brain",1988,"94"
"9938","tt0094799",4482,"bright lights, big city",1988,"107"
"9939","tt0094812",3361,"bull durham",1988,"108"
"9940","tt0094813",136558,"bulletproof",1988,"93"
"9941","tt0094816",89325,"burning secret",1988,"106"
"9942","tt0094819",7188,"buster",1988,"91"
"9943","tt0094822",890,"baton rouge",1988,"90"
"9944","tt0094824",4483,"caddyshack ii",1988,"98"
"9945","tt0094827",138118,"call me",1988,"96"
"9946","tt0094828",4484,"camille claudel",1988,"175"
"9947","tt0094833",153406,"os canibais",1988,"90"
"9948","tt0094834",26615,"cannibal women in the avocado jungle of death",1989,"90"
"9949","tt0094841",137624,"the house of smiles",1991,"110"
"9950","tt0094843",119858,"casablanca express",1989,"85"
"9951","tt0094846",4485,"casual sex?",1988,"97"
"9952","tt0094860",5157,"the church",1989,"102"
"9953","tt0094862",1991,"child's play",1988,"87"
"9954","tt0094868",4703,"chocolat",1988,"105"
"9955","tt0094878",142,"cienie",1988,"97"
"9956","tt0094882",3714,"clara's heart",1988,"108"
"9957","tt0094884",4486,"clean and sober",1988,"124"
"9958","tt0094886",104513,"clownhouse",1989,"81"
"9959","tt0094888",26616,"cobra verde",1987,"111"
"9960","tt0094889",4487,"cocktail",1988,"104"
"9961","tt0094890",2408,"cocoon: the return",1988,"116"
"9962","tt0094894",4488,"colors",1988,"120"
"9963","tt0094897",26617,"comic book confidential",1988,"90"
"9964","tt0094898",4489,"coming to america",1988,"116"
"9965","tt0094899",134262,"the commander",1988,"105"
"9966","tt0094900",145861,"committed",1991,"90"
"9967","tt0094901",120887,"compagni di scuola",1988,"115"
"9968","tt0094910",4490,"the couch trip",1988,"97"
"9969","tt0094918",57938,"crime zone",1989,"92"
"9970","tt0094919",4493,"critters 2",1988,"86"
"9971","tt0094921",4495,"crossing delancey",1988,"97"
"9972","tt0094924",3211,"a cry in the dark",1988,"120"
"9973","tt0094933",4496,"d.o.a.",1988,"96"
"9974","tt0094939",86286,"daffy duck's quackbusters",1988,"72"
"9975","tt0094946",131914,"dangerous curves",1988,"93"
"9976","tt0094947",2020,"dangerous liaisons",1988,"119"
"9977","tt0094957",169816,"day of the panther",1988,"84"
"9978","tt0094961",4497,"dead heat",1988,"86"
"9979","tt0094962",107020,"the dead next door",1989,"78"
"9980","tt0094963",4498,"the dead pool",1988,"91"
"9981","tt0094964",2551,"dead ringers",1988,"116"
"9982","tt0094969",116686,"deadly dreams",1988,"79"
"9983","tt0094979",31600,"the deceivers",1988,"102"
"9984","tt0094980",3680,"the decline of western civilization part ii: the metal years",1988,"93"
"9985","tt0094997",145590,"demonia",1990,"85"
"9986","tt0095005",164612,"destroyer",1988,"94"
"9987","tt0095012",81989,"the devil",1972,"119"
"9988","tt0095016",1036,"die hard",1988,"132"
"9989","tt0095031",4499,"dirty rotten scoundrels",1988,"110"
"9990","tt0095036",31040,"distant thunder",1988,"114"
"9991","tt0095037",8478,"distant voices, still lives",1988,"85"
"9992","tt0095040",153056,"days of eclipse",1988,"139"
"9993","tt0095050",26622,"dominick and eugene",1988,"111"
"9994","tt0095053",81954,"el dorado",1988,"149"
"9995","tt0095055",175473,"dorogaya yelena sergeevna",1988,"94"
"9996","tt0095060",173611,"dr. alien",1989,"90"
"9997","tt0095063",102882,"dream demon",1988,"86"
"9998","tt0095082",4322,"eight men out",1988,"119"
"9999","tt0095088",4501,"elvira: mistress of the dark",1988,"96"
"10000","tt0095094",132914,"emmanuelle 6",1988,"90"
"10001","tt0095097",174799,"once more",1988,"82"
"10002","tt0095098",170397,"incident at raven's gate",1988,"94"
"10003","tt0095107",4502,"ernest saves christmas",1988,"95"
"10004","tt0095119",4503,"everybody's all-american",1988,"127"
"10005","tt0095125",116684,"faceless",1987,"98"
"10006","tt0095132",145574,"il fantasma di sodoma",1988,"84"
"10007","tt0095134",139982,"fantozzi retires",1988,"102"
"10008","tt0095145",4504,"feds",1988,"90"
"10009","tt0095150",176117,"il frullo del passero",1988,"95"
"10010","tt0095159",1079,"a fish called wanda",1988,"108"
"10011","tt0095167",120380,"fontan",1988,"100"
"10012","tt0095169",4505,"for keeps?",1988,"90"
"10013","tt0095174",4506,"frantic",1988,"120"
"10014","tt0095177",104664,"freeway",1988,"91"
"10015","tt0095178",4507,"fresh horses",1988,"105"
"10016","tt0095179",1980,"friday the 13th part vii: the new blood",1988,"88"
"10017","tt0095183",130778,"the fruit machine",1988,"103"
"10018","tt0095186",5338,"full moon in blue water",1988,"95"
"10019","tt0095188",2796,"funny farm",1988,"101"
"10020","tt0095217",32724,"ghosts... of the civil dead",1988,"93"
"10021","tt0095238",3449,"the good mother",1988,"103"
"10022","tt0095241",174813,"gor",1987,"94"
"10023","tt0095243",4508,"gorillas in the mist",1988,"129"
"10024","tt0095244",126983,"zerograd",1988,"103"
"10025","tt0095250",1216,"the big blue",1988,"168"
"10026","tt0095253",4509,"the great outdoors",1988,"91"
"10027","tt0095256",108821,"grotesque",1988,"89"
"10028","tt0095262",149410,"mobile suit gundam: char's counterattack",1988,"124"
"10029","tt0095270",2926,"hairspray",1988,"92"
"10030","tt0095271",1985,"halloween 4: the return of michael myers",1988,"88"
"10031","tt0095274",30970,"a handful of dust",1988,"118"
"10032","tt0095276",91333,"hanussen",1988,"140"
"10033","tt0095286",73256,"heart of midnight",1988,"93"
"10034","tt0095288",4510,"heartbreak hotel",1988,"97"
"10035","tt0095289",129389,"heavy petting",1989,"74"
"10036","tt0095294",3918,"hellbound: hellraiser ii",1988,"97"
"10037","tt0095295",153891,"herbstmilch",1989,"111"
"10038","tt0095296",5432,"hero and the terror",1988,"96"
"10039","tt0095302",70201,"high hopes",1988,"108"
"10040","tt0095304",4511,"high spirits",1988,"99"
"10041","tt0095312",140133,"hollywood chainsaw hookers",1988,"75"
"10042","tt0095316",122290,"homeboy",1988,"116"
"10043","tt0095325",131779,"hot splash",1988,"89"
"10044","tt0095326",4512,"hot to trot",1988,"83"
"10045","tt0095327",5690,"grave of the fireflies",1988,"89"
"10046","tt0095333",4513,"the house on carroll street",1988,"101"
"10047","tt0095341",32851,"hôtel terminus",1988,"267"
"10048","tt0095348",4066,"i'm gonna git you sucka",1988,"88"
"10049","tt0095357",130170,"illegally yours",1988,"102"
"10050","tt0095360",4515,"imagine: john lennon",1988,"100"
"10051","tt0095362",172299,"the in crowd",1988,"95"
"10052","tt0095379",139207,"intruder",1989,"83"
"10053","tt0095381",131786,"the invisible kid",1988,"95"
"10054","tt0095382",2816,"iron eagle ii",1988,"105"
"10055","tt0095384",131582,"it takes two",1988,"81"
"10056","tt0095385",52108,"it's impossible to learn to plow by reading books",1988,"85"
"10057","tt0095386",130586,"itinéraire d'un enfant gâté",1988,"125"
"10058","tt0095389",26628,"jack's back",1988,"97"
"10059","tt0095396",169698,"chicken and duck talk",1988,"95"
"10060","tt0095403",36850,"police story 2",1988,"101"
"10061","tt0095406",157977,"joan of arc of mongolia",1989,"165"
"10062","tt0095408",96734,"john huston: the man, the movies, the maverick",1988,"126"
"10063","tt0095409",4516,"johnny be good",1988,"91"
"10064","tt0095415",94291,"judgment in berlin",1988,"96"
"10065","tt0095422",158785,"jesus christ's horoscope",1989,"90"
